SPILL_ID,START_DATE,LAT,LON,COUNTY,SPILL_CAUSE,SPILL CAUSE EXPLAIN,SSO Storm Associated,SPILL TYPE,SPILL VOL REACH LAND,SPILL VOL,SPILL VOL RECOVER,SPILL VOL REACH SURF,DIAMETER OF SEWER,MATERIAL SEWER_PIPE,AGE
819812,10/22/2015 8:00,38.62582778,-121.5109972,Sacramento,Root intrusion, ,No,Category 3,3,3,1,0, , , 
819813,10/22/2015 8:00,38.59246667,-121.3757111,Sacramento,Root intrusion, ,No,Category 3,9,9,3,0, , , 
819248,10/22/2015 10:00,38.00333,-121.80778,Contra Costa,Root Intrusion, ,No,Category 3,45,45,45,0,4,vcp, 
818976,10/22/2015 11:30,37.50454,-122.28063,San Mateo,Debris-General, ,No,Category 3,200,200,100,0, , , 
819814,10/22/2015 11:30,38.63003889,-121.5250278,Sacramento,Root intrusion, ,No,Category 3,7,7,1,0, , , 
819594,10/22/2015 12:15,38.75426,-121.34592,Placer,Root Intrusion,This spill was caused by our service worker in the process of trying to remove root?s.,No,Category 3,2,2,2,0, , , 
819815,10/22/2015 13:00,38.52625278,-121.4195083,Sacramento,Root intrusion, ,No,Category 3,2,2,2,0, , , 
818994,10/22/2015 18:00,34.070418,-118.4441451,Los Angeles,Other (specify below),Corroded pipe,No,Category 3,5,5,5,0, , , 
818978,10/22/2015 18:30,37.55352,-122.36598,San Mateo,Debris-Rags,After restoring the flow it was found that the cause of the SSO was debris-rags and some roots. The crew CCTV the main and found a root ball still partially blocking portions of the pipe Re-cleaned the main and took the rest of the root ball out. The rest of the pipe looked to be in good condition.,No,Category 3,72,72,27,0,6,VCP,56
819817,10/22/2015 18:30,38.41441389,-121.4219722,Sacramento,Debris-General, ,No,Category 3,4,4,1,0, , , 
819818,10/23/2015 5:15,38.69133333,-121.2884361,Sacramento,Root intrusion, ,No,Category 3,4,4,1,0, , , 
818967,10/23/2015 7:24,37.61922,-122.41269,San Mateo,Pipe Structural Problem/Failure, ,No,Category 3,0,75,75,0,6,Clay, 
819478,10/23/2015 8:53,37.55836,-122.37408,San Mateo,Grease Deposition (FOG),Smart cover alarm on manhole. When crew arrived manhole was holding but not discharging. While waiting for jet arrival manhole started discharging.,No,Category 3,29,29,27,0,6,VCP,60
819819,10/23/2015 9:30,38.62218333,-121.4169583,Sacramento,Root intrusion, ,No,Category 3,6,6,2,0, , , 
819320,10/23/2015 9:35,37.91868,-122.07653,Contra Costa,Root Intrusion,Spill was caused by roots in manhole. When our crew arrived the blockage had relieved itself but there was obvious signs of an overflow.,No,Category 3,0,20,20,0, , , 
818972,10/23/2015 11:00,38.02852,-121.32317,San Joaquin,Debris-General, ,No,Category 3,0,12,12,0, , , 
819822,10/23/2015 11:30,38.68672222,-121.3705806,Sacramento,Root intrusion, ,No,Category 3,3,3,3,0, , , 
819820,10/23/2015 13:00,38.71681667,-121.3108528,Sacramento,Root intrusion, ,No,Category 3,4,4,1,0, , , 
819821,10/23/2015 14:00,38.70836944,-121.3805833,Sacramento,Root intrusion, ,No,Category 3,14,15,5,0, , , 
819823,10/23/2015 17:30,38.63869722,-121.3446278,Sacramento,Root intrusion, ,No,Category 3,1,1,1,0, , , 
819431,10/24/2015 0:00,36.20372,-121.13131,Monterey,Pump Station Failure-Controls,na,No,Category 2,1300,1300,1300,0,6,pbc,25
819646,10/24/2015 0:00,34.419858,-119.855045,Santa Barbara,Root Intrusion, ,No,Category 3,120,120,10,0, , , 
819054,10/24/2015 10:00,38.32728,-122.31015,Napa,Root Intrusion, ,No,Category 3,1,1,0,0,4,ACP,56
819249,10/24/2015 10:39,37.98774,-121.79404,Contra Costa,Root Intrusion, ,No,Category 3,25,25,25,0,4,vcp, 
819824,10/24/2015 12:00,38.48360278,-121.4300222,Sacramento,Root intrusion, ,No,Category 3,2,2,0,0, , , 
819056,10/25/2015 0:00,38.28427,-122.29975,Napa,Root Intrusion, ,No,Category 3,1,1,0,0,4,clay, 
819366,10/25/2015 0:00,34.25012,-117.19621,San Bernardino,Debris-Rags,"We were able to contain the spill using dirt dikes. We recovered a portion the spill by pumping  it directly  to the sewer. We recovered the rest of the spill using our vacuum truck, including wash down water and contaminated soil.",No,Category 3,400,400,400,0,6,Concrete,70
819676,10/25/2015 3:00,33.91694,-118.20873,Los Angeles,Debris-General, ,No,Category 3,700,700,700,0,8,Clay,40
818999,10/25/2015 9:15,38.035,-121.3014,San Joaquin,Root Intrusion, ,No,Category 3,46,46,46,0, , , 
819335,10/25/2015 9:30,37.441389,-122.255278,San Mateo,Root Intrusion, ,No,Category 3,38,38,0,0, , , 
819825,10/25/2015 9:30,38.67398056,-121.3376139,Sacramento,Root intrusion, ,No,Category 3,2,2,1,0, , , 
819025,10/25/2015 9:40,37.90107,-122.27941,Contra Costa,Debris-Rags,Wipes and Grease built up on broken channel of manhole,No,Category 3,10,10,0,0, , , 
819082,10/25/2015 13:15,37.438156,-122.124543,Santa Clara,Root Intrusion, ,No,Category 3,21,21,21,0, , , 
819826,10/25/2015 15:00,38.69258889,-121.3741583,Sacramento,Root intrusion, ,No,Category 3,2,2,1,0, , , 
819860,10/25/2015 16:00,38.58366667,-121.3901167,Sacramento,Root intrusion, ,No,Category 3,5,5,2,0, , , 
819827,10/25/2015 17:00,38.59393611,-121.3861389,Sacramento,Root intrusion, ,No,Category 3,34,34,1,0, , , 
819070,10/26/2015 0:00,37.901966,-122.545975,Marin,Root Intrusion, ,No,Category 3,20,20,0,0, , , 
818998,10/26/2015 0:00,36.31676,-121.23624,Monterey,Pump Station Failure-Controls, ,No,Category 3,525,525,0,0,8,pvc, 
819001,10/26/2015 0:00,35.224855,-120.631174,San Luis Obispo,Operator Error,Lift station 4; controller was left in off position thus not allowing control dialer to call out alarm company.,No,Category 1,0,5,0,5,6,pvc,15
819647,10/26/2015 0:00,34.411391,-119.874186,Santa Barbara,Pump Station Failure-Power, ,No,Category 3,50,50,50,0, , , 
819829,10/26/2015 8:00,38.69156944,-121.2543528,Sacramento,Root intrusion, ,No,Category 3,3,3,1,0, , , 
819828,10/26/2015 8:30,38.60894444,-121.3566028,Sacramento,Root intrusion, ,No,Category 3,4,4,1,0, , , 
819547,10/26/2015 11:00,37.82104,-122.21139,Alameda,Root Intrusion,Sanitary Main Sewer was caused within sanitary main sewer by root intrusion.,No,Category 3,120,120,100,0,8,VCP, 
819831,10/26/2015 11:30,38.44804722,-121.4237389,Sacramento,Root intrusion, ,No,Category 3,3,3,1,0, , , 
819832,10/26/2015 12:30,38.68706944,-121.4569806,Sacramento,Root intrusion, ,No,Category 3,4,4,2,0, , , 
819833,10/26/2015 14:30,38.68980556,-121.3800972,Sacramento,Root intrusion, ,No,Category 3,5,5,1,0, , , 
818997,10/26/2015 17:45,37.6935,-122.464369,San Mateo,Other (specify below),Clean out,No,Category 1,0,30,0,30, , , 
819075,10/26/2015 19:23,37.9316,-121.74862,Contra Costa,Grease Deposition (FOG), ,No,Category 2,0,1400,1400,0,8, , 
819835,10/26/2015 21:00,38.41780833,-121.4310694,Sacramento,Root intrusion, ,No,Category 3,2,2,0,0, , , 
819834,10/26/2015 23:00,38.49870556,-121.4190333,Sacramento,Root intrusion, ,No,Category 3,2,2,1,0, , , 
819091,10/27/2015 7:00,34.159433,-119.041985,Ventura,Other (specify below),"Flushing of toilets in abandoned portion of building. Sewer system previously unused. Use by contractor, discontinued upon discovery.",No,Category 3,42,42,42,0,6,cast iron,78
819057,10/27/2015 8:15,38.31117,-122.28609,Napa,Root Intrusion, ,No,Category 3,5,5,0,0,4,ACP,58
819836,10/27/2015 9:00,38.65979444,-121.3741611,Sacramento,Grease deposition (FOG), ,No,Category 3,8,8,1,0, , , 
819004,10/27/2015 13:00,34.106527,-118.267326,Los Angeles,Debris-General, ,No,Category 3,151,151,151,0,8,VCP,88
819277,10/27/2015 14:12,37.97212,-122.56469,Marin,Pipe Structural Problem/Failure,Operator was jetting line and came to some kind of blockage.  Dale and John kept trying to get through the obstacle and decided to dye test the run.  The dye from the sewer line ended up in the storm drain right next to where they were jetting.  They could also hear the flusher truck.  CCTV showed a large void in the line that was point repaired using cured in place.  The two down stream storm drain manholes were dry.  Sewage ponded just inside the storm drain manhole.,No,Category 3,0,176,176,0,6,VCP,60
819007,10/27/2015 15:00,38.03093,-121.31732,San Joaquin,Root Intrusion, ,No,Category 3,8,8,8,0, , , 
819006,10/27/2015 20:58,34.283809,-118.511764,Los Angeles,Root Intrusion, ,No,Category 3,44,44,44,0,8,VCP,52
819012,10/27/2015 21:00,37.95526,-120.41843,Tuolumne,Debris-General, ,No,Category 3,40,40,0,0,6,Clay,55
819351,10/28/2015 0:00,40.58268,-122.39465,Shasta,Grease Deposition (FOG), ,No,Category 1,52,57,50,5,6,VCP,27
819322,10/28/2015 0:00,37.8684,-122.16044,Contra Costa,Other (specify below),"Root intrusion and Structual problem with main. Please note that our crew found this spill when arriveing to clean line, therefore the time the agency was notified and the arrival time is the same. We could not find anybody around that noticed the spill before we arrived so we do not have a estimated start time.",No,Category 3,281,281,0,0, , , 
819083,10/28/2015 0:00,37.419285,-122.131866,Santa Clara,Root Intrusion, ,No,Category 3,24,24,22,0, , , 
819039,10/28/2015 0:00,36.31676,-121.23624,Monterey,Pump Station Failure-Controls, ,No,Category 2,15000,15000,0,0,8,pvc, 
819087,10/28/2015 0:00,33.15291,-117.32008,San Diego,Root Intrusion,Roots in the sewer main,No,Category 3,3,3,0,0,8,VCP, 
819253,10/28/2015 0:00,32.77004,-117.03841,San Diego,Debris-General, ,No,Category 3,20,20,20,0, , , 
819071,10/28/2015 0:37,37.912672,-122.558998,Marin,Debris-General,Grit /Gravel,No,Category 3,5,5,0,0, , , 
819837,10/28/2015 12:00,38.69283889,-121.4516611,Sacramento,Root intrusion, ,No,Category 3,4,4,1,0, , , 
819061,10/28/2015 13:30,33.752453,-116.752453,Riverside,Other (specify below),Pneumatic plug failure.,No,Category 2,14700,14700,14600,0,24,VCP,14
819838,10/28/2015 16:00,38.67480556,-121.3691778,Sacramento,Root intrusion, ,No,Category 3,6,6,4,0, , , 
819407,10/28/2015 16:00,38.674683,-121.165533,Sacramento,Root Intrusion, ,No,Category 3,5,5,4,0,4, , 
819526,10/28/2015 17:02,37.69764,-122.08683,Alameda,Root Intrusion, ,No,Category 3,200,200,200,0,6,VCP,59
819050,10/28/2015 21:40,34.0878,-118.42068,Los Angeles,Root Intrusion, ,No,Category 1,0,2160,0,2160, , , 
819236,10/28/2015 21:55,37.32576,-122.30354,San Mateo,Grease Deposition (FOG), ,No,Category 3,5,5,0,0, , , 
819841,10/29/2015 8:00,38.41944167,-121.4115861,Sacramento,Debris-General, ,No,Category 3,14,14,11,0, , , 
819843,10/29/2015 8:00,38.58672778,-121.3761028,Sacramento,Root intrusion, ,No,Category 3,3,3,1,0, , , 
819839,10/29/2015 9:45,38.40559444,-121.3722611,Sacramento,Operator error, ,No,Category 3,2,2,2,0, , , 
819250,10/29/2015 10:00,37.99303,-121.80343,Contra Costa,Root Intrusion, ,No,Category 3,84,84,84,0,4,vcp, 
819291,10/29/2015 10:15,38.0126,-121.631264,Contra Costa,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),Contractor was installing sewer lateral into gravity line and backhoe hit the force main.,No,Category 2,4040,4040,3500,0,6,PVC,31
819840,10/29/2015 10:30,38.44701944,-121.429375,Sacramento,Root intrusion, ,No,Category 3,2,2,1,0, , , 
819842,10/29/2015 12:30,38.62256111,-121.3305139,Sacramento,Vandalism,golf club in riser collected debris,No,Category 3,6,6,1,0, , , 
819845,10/29/2015 21:00,38.67041667,-121.2305389,Sacramento,Root intrusion, ,No,Category 3,4,4,2,0, , , 
819288,10/30/2015 0:00,37.901971,-122.545028,Marin,Other (specify below),Baby wipes,No,Category 3,50,50,0,0,6,Clay, 
819648,10/30/2015 0:00,34.411391,-119.874186,Santa Barbara,Pump Station Failure-Power, ,No,Category 3,875,875,875,0, , , 
819310,10/30/2015 4:42,37.4931,-122.22206,San Mateo,Pipe Structural Problem/Failure,The area is still being excavated. Until the pipe is uncovered the cause is unknown. A containment has been created and pipe pressure parameters have been established to stop and or reduce any flow into the construction containment area.,No,Category 3,0,74,74,0, , , 
819642,10/30/2015 7:00,37.98052,-122.28779,Contra Costa,Pipe Structural Problem/Failure,CCTV didn't reveal a definite problem with the sewer line so we checked the lateral that came into the pipe as well. We dye tested the main at first and the dye test didn't reveal a problem. We then dye tested the lateral and the main again as well. The last main dye test revealed a problem in the line. The line is on an easement and the terrain is treacherous. We took into account that the water was no where near a storm drain and that the leak was very minimal. We also took precaution by letting the residents on the line know about the problem and had them limit their use. There were only 2 laterals on the line that contributed to the problem. We contacted a few pipe lining companies to line the pipe which we considered our solution of the problem. When it was revealed the line couldn't be lined or pipe bursted we pipe patched every joint on the line until the problem was solved.,No,Category 3,300,300,0,0,6,ACP,60
819855,10/30/2015 7:00,38.41354722,-121.3944278,Sacramento,Root intrusion, ,No,Category 3,11,107,104,0, , , 
819368,10/30/2015 8:30,38.00508,-121.90528,Contra Costa,Grease Deposition (FOG), ,No,Category 3,239,239,239,0,6,ACP, 
819869,10/30/2015 8:30,37.999634,-121.339557,San Joaquin,Debris-General, ,No,Category 3,5,5,5,0,4, ,50
819278,10/30/2015 9:22,33.59693,-117.8708,Orange,Grease Deposition (FOG), ,No,Category 3,75,75,75,0,6,vcp, 
819844,10/30/2015 10:00,38.45560278,-121.3621278,Sacramento,Root intrusion, ,No,Category 3,5,5,1,0, , , 
819846,10/30/2015 10:30,38.48086389,-121.4391972,Sacramento,Root intrusion, ,No,Category 3,6,7,3,0, , , 
819252,10/30/2015 10:31,34.095635,-118.381216,Los Angeles,Root Intrusion, ,No,Category 3,112,112,112,0,8,VCP,86
819254,10/30/2015 10:55,37.97947643,-122.4791404,Marin,Other (specify below),Root and Rags,No,Category 3,5,5,0,0,6,vcp, 
819850,10/30/2015 12:00,38.46586667,-121.4490861,Sacramento,Root intrusion, ,No,Category 3,8,8,4,0, , , 
819849,10/30/2015 12:00,38.530975,-121.4382611,Sacramento,Root intrusion, ,No,Category 3,3,3,0,0, , , 
819847,10/30/2015 12:00,38.44468056,-121.4208278,Sacramento,Grease deposition (FOG), ,No,Category 3,2,2,1,0, , , 
819314,10/30/2015 12:07,37.55275,-122.35275,San Mateo,Root Intrusion,Roots and grease.,No,Category 3,86,86,81,0,8,HDPE,16
819848,10/30/2015 12:15,38.59102222,-121.3094472,Sacramento,Root intrusion, ,No,Category 3,2,2,1,0, , , 
819251,10/30/2015 12:15,33.990798,-118.473294,Los Angeles,Debris-General, ,No,Category 3,30,30,30,0,6,VCP,80
819851,10/30/2015 13:00,38.64724167,-121.2488556,Sacramento,Root intrusion, ,No,Category 3,1,1,0,0, , , 
819287,10/30/2015 13:30,37.95772,-121.2958,San Joaquin,Debris-General, ,No,Category 3,8,8,8,0, , , 
819282,10/30/2015 15:50,40.42256,-120.6603,Lassen,Debris-General, ,No,Category 3,10,10,0,0, , , 
819566,10/30/2015 16:34,36.785321,-119.808717,Fresno,Root Intrusion, ,No,Category 3,412,412,412,0,6,VCP,65
819299,10/30/2015 17:12,38.01745,-121.3556,San Joaquin,Root Intrusion, ,No,Category 3,2,2,2,0, , , 
819530,10/31/2015 0:00,32.75372,-117.02815,San Diego,Debris-Rags, ,No,Category 3,15,15,15,0, , , 
819852,10/31/2015 8:00,38.704675,-121.2397111,Sacramento,Root intrusion, ,No,Category 3,1,1,1,0, , , 
819854,10/31/2015 9:00,38.62266389,-121.4795056,Sacramento,Root intrusion, ,No,Category 3,4,4,4,0, , , 
819857,10/31/2015 9:00,38.47919167,-121.384575,Sacramento,Root intrusion, ,No,Category 3,2,2,0,0, , , 
819853,10/31/2015 10:30,38.63484722,-121.3562917,Sacramento,Root intrusion, ,No,Category 3,4,4,4,0, , , 
819258,10/31/2015 10:32,33.64671,-117.2936,Riverside,Pump Station Failure-Power,"The District had an SSO caused by a power failure in the area of Diamond Dr and Mission Trail. Currently the B-1 liftstation is under construction and the contractor is operating a temporary bypass liftstation. The contractor  lost Edison power to their pumps and their backup generator did not start causing the sewer system to surcharge and an estimated 6,965 gallons left the sewer system and flowed into an vacant field and perked into the soil.",No,Category 2,6965,6965,0,0,21,pvc,30
819309,10/31/2015 11:00,33.79692559,-118.3612412,Los Angeles,Other (specify below),Loose roots and plumbers snake,No,Category 2,3000,3000,0,0, , , 
819856,10/31/2015 16:27,38.71401111,-121.2785722,Sacramento,Root intrusion, ,No,Category 3,5,5,0,0, , , 
819323,10/31/2015 16:30,37.8521,-122.1625,Contra Costa,Root Intrusion, ,No,Category 3,5,5,0,0, , , 
819311,10/31/2015 16:45,38.263319,-122.038133,Solano,Debris-Rags, ,No,Category 3,3,3,3,0, , , 
819858,10/31/2015 17:30,38.67546944,-121.241725,Sacramento,Vandalism, ,No,Category 3,17,17,1,0, , , 
819859,10/31/2015 22:30,38.71862778,-121.4067278,Sacramento,Root intrusion, ,No,Category 3,2,2,2,0, , , 
819408,11/1/2015 7:28,38.710197,-121.177881,Sacramento,Debris-General,"Scada call from m/h B01-8988 high water I went out and checked the m/h is was surcharged. I checked the next down stream manhole and it was spilling. I immediately went to the yard to grab a vactor and called Ryder and Greg b in. Ryder and I cleared the blockage while Greg b assessed the spill. Greg b called in?Ed to bring out another vactor . we set up suction in a downstream spot that was retaining water. Ryder and Greg b monitred vactor while Ed and I washed the concrete with the other vactor down to where the isolated area of the spill was  and vactored up. I took an up stream, downstream and spill location sample.  Estimated 100 gallon spill, 10 gallons loss do to saturation near manhole, and cracks in the concrete channel.  The manhole was overflowing on arrival, but the concrete channel showed dry spots down stream on the spill.  City crew cleaned concrete channel.",No,Category 3,10,100,100,0,6, , 
819306,11/1/2015 9:00,37.30108,-122.02703,Santa Clara,Debris-General, ,No,Category 1,0,5000,1600,3400, , , 
820466,11/1/2015 9:45,38.62136944,-121.5034,Sacramento,Root intrusion, ,No,Category 3,3,3,1,0, , , 
820464,11/1/2015 9:45,38.5529,-121.3608944,Sacramento,Root intrusion, ,No,Category 3,1,1,1,0, , , 
819298,11/1/2015 10:00,38.02449,-121.28378,San Joaquin,Root Intrusion, ,No,Category 3,9,9,9,0, , , 
819289,11/1/2015 10:00,33.9568,-117.98977,Los Angeles,Root Intrusion, ,No,Category 1,90,315,90,225, , , 
820465,11/1/2015 11:00,38.64838056,-121.3024306,Sacramento,Root intrusion, ,No,Category 3,1,1,1,0, , , 
819261,11/1/2015 11:00,34.00969,-118.473,Los Angeles,Root Intrusion, ,No,Category 3,50,100,100,0, , , 
819537,11/1/2015 12:20,37.85827,-122.23747,Alameda,Root Intrusion,"8inch Sanitary Sewer located in the middle of a street, consisting of Vitrifed Clay Pipe was blocked.  Water was exiting from m/h located on street.  Sanitary Sewer blockage was caused by roots.",No,Category 3,65,65,0,0,8,VCP, 
819295,11/1/2015 12:39,34.17114,-118.27229,Los Angeles,Root Intrusion, ,No,Category 1,182,650,302,348,8,VCP,87
819296,11/1/2015 13:46,34.16863,-118.27261,Los Angeles,Root Intrusion,"Overflow occurred following relief of stoppage  a few minutes before,  upstream on the 1500 Block of Highland, and in the same main.  While the root intrusion that caused this stoppage was able to pass normal flows prior to the upstream stoppage, it could not pass the higher flows resulting from the relief of the blockage causing the upstream event.",No,Category 3,240,240,64,0,8,VCP,87
820467,11/1/2015 15:00,38.70444167,-121.2896111,Sacramento,Root intrusion, ,No,Category 3,2,2,0,0, , , 
820468,11/1/2015 16:30,38.45465278,-121.3614972,Sacramento,Root intrusion, ,No,Category 3,3,3,1,0, , , 
819307,11/2/2015 0:00,39.791472,-121.845194,Butte,Pump Station Failure-Mechanical, ,No,Category 1,3995,4000,3000,5,12,VCP,25
819274,11/2/2015 11:32,34.061888,-118.273577,Los Angeles,Root Intrusion, ,No,Category 2,26988,26988,26988,0,8,VCP,120
820119,11/2/2015 11:55,33.59327338,-117.2250977,Riverside,Pipe Structural Problem/Failure, ,No,Category 3,20,20,20,0, , , 
819502,11/2/2015 13:15,37.77556,-122.22095,Alameda,Grease Deposition (FOG), ,No,Category 3,450,450,450,0,6,VCP, 
820471,11/2/2015 13:20,38.53677222,-121.4464722,Sacramento,Operator error, ,No,Category 3,2,2,2,0, , , 
820472,11/2/2015 15:00,38.44048889,-121.3907667,Sacramento,Root intrusion, ,No,Category 3,7,8,5,0, , , 
819275,11/2/2015 22:22,34.059534,-118.274812,Los Angeles,Root Intrusion, ,No,Category 3,863,863,863,0,8,VCP,120
819300,11/3/2015 0:00,34.43185,-119.69499,Santa Barbara,Non-Dispersables,Debris and rags,No,Category 3,120,120,0,0, , , 
819340,11/3/2015 6:25,34.03278727,-118.8428729,Los Angeles,Other (specify below),Root ball,No,Category 1,0,2300,0,2300, , , 
819294,11/3/2015 7:15,38.27545,-122.45681,Sonoma,Grease Deposition (FOG),There was grease and straw discovered when breaking up the blockage downstream of the overflow.,No,Category 2,5200,5200,5000,0,8,AC, 
819292,11/3/2015 8:50,37.97946,-121.83928,Contra Costa,Root Intrusion, ,No,Category 3,129,134,134,0,6,VCP, 
820474,11/3/2015 9:00,38.70197222,-121.2883361,Sacramento,Grease deposition (FOG), ,No,Category 3,4,15,12,0, , , 
819301,11/3/2015 10:30,33.77706,-118.12336,Los Angeles,Grease Deposition (FOG), ,No,Category 3,350,350,350,0,8,VCP,62
822164,11/3/2015 10:50,38.22747,-122.64036,Sonoma,Grease Deposition (FOG), ,No,Category 3,1,1,1,0,4,cast iron, 
820478,11/3/2015 14:20,38.53729722,-121.4355361,Sacramento,Operator error, ,No,Category 3,1,1,1,0, , , 
829121,11/3/2015 19:00,32.692,-115.403,Imperial,Pump Station Failure-Power, ,No,Category 2,24000,24000,0,0, , , 
819345,11/3/2015 20:40,33.97883,-118.03226,Los Angeles,Root Intrusion, ,No,Category 1,0,250,0,250, , , 
819428,11/4/2015 0:00,37.891883,-122.516878,Marin,Other (specify below),Aged pipe - innapropriate prior repair.,No,Category 3,800,800,800,0,6,Steel, 
820482,11/4/2015 17:00,38.70665,-121.2946417,Sacramento,Root intrusion, ,No,Category 3,15,23,20,0, , , 
820481,11/4/2015 19:30,38.61248889,-121.4206583,Sacramento,Debris-General, ,No,Category 3,115,390,388,0, , , 
819337,11/5/2015 8:20,39.05335,-122.92536,Lake,Debris-General, ,No,Category 1,5,20,5,15,6,PVC,22
819348,11/5/2015 14:25,40.176389,-122.217222,Tehama,Grease Deposition (FOG), ,No,Category 3,0,60,60,0, , , 
820488,11/6/2015 6:03,38.55529167,-121.3496028,Sacramento,Root intrusion, ,No,Category 3,1,1,1,0, , , 
820485,11/6/2015 7:00,38.48324722,-121.4416778,Sacramento,Root intrusion, ,No,Category 3,37,45,43,0, , , 
820489,11/6/2015 7:30,38.48839722,-121.4516472,Sacramento,Root intrusion, ,No,Category 3,4,4,3,0, , , 
819382,11/6/2015 8:00,37.82526,-122.20975,Alameda,Grease Deposition (FOG),8  vcp main sewer plugged due to grease and debris obsrtucting the line.  Staff rodded and flushed to restored flow to main sewer.,No,Category 3,600,600,600,0,8,vcp, 
820483,11/6/2015 8:00,38.60261944,-121.3962278,Sacramento,Root intrusion, ,No,Category 3,15,22,21,0, , , 
819576,11/6/2015 8:15,38.122286,-122.608228,Marin,Root Intrusion, ,No,Category 3,714,936,312,0,6,VCP,37
820484,11/6/2015 8:30,38.65752222,-121.2737528,Sacramento,Root intrusion, ,No,Category 3,3,3,1,0, , , 
820486,11/6/2015 9:45,38.55519722,-121.3824556,Sacramento,Root intrusion, ,No,Category 3,24,25,23,0, , , 
820487,11/6/2015 10:30,38.71567778,-121.3141889,Sacramento,Root intrusion, ,No,Category 3,5,5,1,0, , , 
819352,11/6/2015 11:00,37.61401,-122.38827,San Mateo,Grease Deposition (FOG),Appears that the Sewer pipe was filled with FOG,No,Category 3,25,40,40,0, , , 
819411,11/6/2015 11:00,37.83511,-122.19959,Alameda,Debris-General,8  VCP Sanitary Main Sewer overflowed from lamp hole structure at the rear of the property caused by debris/general.,No,Category 3,500,500,500,0,8,VCP, 
820490,11/6/2015 12:00,38.47652778,-121.4495778,Sacramento,Root intrusion, ,No,Category 3,12,12,6,0, , , 
820631,11/6/2015 13:52,33.919951,-118.143437,Los Angeles,Grease Deposition (FOG),Paper Towels and Grease,No,Category 3,98,100,100,0, , , 
820491,11/6/2015 15:00,38.70895833,-121.3026361,Sacramento,Root intrusion, ,No,Category 3,8,8,3,0, , , 
819393,11/7/2015 0:00,38.55768,-121.73555,Yolo,Root Intrusion, ,No,Category 3,15,15,15,0, , , 
819651,11/7/2015 0:00,33.302687,-117.337672,San Diego,Debris-Rags, ,No,Category 3,15,15,15,0,6, , 
819390,11/7/2015 0:00,33.02543,-117.2787,San Diego,Root Intrusion,Root intrusion from private lateral into City Sewer main,No,Category 3,1,1,0,0,8,VCP,50
819360,11/7/2015 0:00,32.76318,-117.24973,San Diego,Air Relief Valve (ARV)/Blow-Off Valve (BOV) Failure,,No,Category 3,60,60,50,0, , , 
819664,11/7/2015 0:00,33.00145,-117.03847,San Diego,Root Intrusion, ,No,Category 1,0,119,0,119,4,ABS,40
820493,11/7/2015 5:00,38.66123333,-121.2317444,Sacramento,Root intrusion, ,No,Category 3,1,79,79,0, , , 
820492,11/7/2015 7:00,38.43162778,-121.3814583,Sacramento,Root intrusion, ,No,Category 3,2,2,1,0, , , 
820494,11/7/2015 9:15,38.61346667,-121.4138556,Sacramento,Root intrusion, ,No,Category 3,2,2,1,0, , , 
819556,11/7/2015 9:45,38.92933,-121.06735,Placer,Root Intrusion, ,No,Category 3,24,25,25,0,6,ACP,25
820498,11/7/2015 10:00,38.40190833,-121.3690528,Sacramento,Root intrusion, ,No,Category 3,5,5,5,0, , , 
819361,11/7/2015 10:13,34.08924,-118.276004,Los Angeles,Root Intrusion, ,No,Category 3,39,39,39,0,6,VCP,98
820495,11/7/2015 11:30,38.702,-121.2350139,Sacramento,Root intrusion, ,No,Category 3,15,15,12,0, , , 
819439,11/7/2015 13:15,37.86103,-122.24269,Alameda,Root Intrusion,8  VCP sanitary main sewer plugged and overflowed out of the manhole and soaked into the ground. Staff rodded the main sewer to unplug stoppage and return the flow. Staff cleaned all affected areas of the overflow. Staff will CCTV the sanitery main sewer.,No,Category 3,150,150,0,0,8,VCP, 
820496,11/7/2015 14:30,38.56253056,-121.3681556,Sacramento,Root intrusion, ,No,Category 3,5,5,5,0, , , 
820497,11/7/2015 15:10,38.61318611,-121.3183111,Sacramento,Root intrusion, ,No,Category 3,20,20,9,0, , , 
819386,11/7/2015 18:50,33.7879,-118.187,Los Angeles,Grease Deposition (FOG), ,No,Category 3,800,800,800,0,8,VCP,98
819379,11/8/2015 0:00,38.663189,-121.252828,Sacramento,Root Intrusion, ,No,Category 1,0,905,0,905, , , 
819404,11/8/2015 11:00,33.91382548,-118.1561841,Los Angeles,Grease Deposition (FOG), ,No,Category 1,200,1200,0,1000, , , 
820499,11/8/2015 14:00,38.53746667,-121.4453333,Sacramento,Root intrusion, ,No,Category 3,4,4,2,0, , , 
819534,11/8/2015 14:05,38.680827,-121.790515,Yolo,Root Intrusion, ,No,Category 3,4,4,4,0,4,VCP, 
819371,11/8/2015 20:20,33.769866,-117.97053,Orange,Grease Deposition (FOG), ,No,Category 3,569,569,569,0,8,VCP,65
819400,11/9/2015 0:00,38.710322,-121.305194,Sacramento,Root Intrusion, ,No,Category 1,2,5,2,3, , , 
819426,11/9/2015 0:00,34.446608,-119.713394,Santa Barbara,Root Intrusion, ,No,Category 3,50,50,40,0, , , 
819369,11/9/2015 8:05,37.491114,-119.971042,Mariposa,Root Intrusion, ,No,Category 3,100,100,0,0,6,VCP,57
820500,11/9/2015 9:00,38.59740278,-121.3703667,Sacramento,Root intrusion, ,No,Category 3,6,6,5,0, , , 
